0.000000	0.746195	2.971731	1.570270	6.025744	1.925389	4.730055	4.810941	5.056128	3.825196	4.361685	1.016201	2.701809	3.819435	2.555902	1.032443	5.434791	0.233790	3.809660	0.422046	0.728176	3.907736	5.960696	4.615286	3.078892	5.422013	1.279138	1.223927	2.756975	1.178743	1.367918	4.389496	5.416359	1.482404	4.734727	1.957942	0.285451	2.366275	4.612289	2.634080	4.765952	1.543953	0.639020	5.355594	0.268879	3.694040	0.672173	2.735215	4.952715	0.275318	1.062222	5.424535	0.183372	3.664124	4.981192	1.353118	4.372641	5.736285	3.462539	5.923749	1.124843	6.185247	1.713776	6.206372	3.075299	4.695715	0.972164	2.804182	3.866789	2.345659	0.011283	1.146449	0.204001	3.567221	2.896757	2.862626	5.274178	0.387069	6.215778	2.282790	0.437576	0.125158	1.582565	2.289507	0.329888	4.663241	4.928038	4.789391	3.574977	2.585069	4.786199	3.158844	1.755831	0.425201	3.117846	4.195119	4.276150	5.442691	2.706089	3.612999	2.057583	0.306509	4.174634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.031558	0.001000
0.100000	0.285899	2.511435	2.285968	5.565448	1.465093	4.269759	4.350645	4.595832	3.364900	4.537485	0.555905	2.241513	3.359139	3.371553	0.572147	4.974495	-0.226506	4.265212	-0.038250	0.267880	3.447440	6.860701	4.154990	2.618596	4.961717	0.818842	0.763631	2.296679	0.718447	0.907623	3.929200	4.956063	1.022108	4.274431	1.497646	0.856073	3.036648	5.434378	2.173784	5.683512	2.063178	0.178724	4.895298	-0.191417	3.233744	1.375618	2.274919	4.492419	-0.184978	1.847016	5.805428	-0.276924	3.203828	4.520896	1.867039	5.124930	5.275989	3.002243	5.463453	0.664547	5.724951	1.253480	5.746076	2.615003	5.396761	0.511868	3.464795	3.406493	1.885364	0.791529	1.995140	-0.256295	3.106925	2.436461	3.617205	4.813882	-0.073227	6.870298	1.822494	-0.022720	-0.335138	1.122269	1.829211	-0.130408	4.202945	4.467742	4.329095	3.114681	3.076842	5.677277	3.854157	2.439093	-0.035095	3.485726	3.734823	3.815854	4.982395	2.245793	3.152703	2.773281	-0.153787	3.714338	-7.515542	-7.515542	9.666268	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	3.296800	-7.515542	-7.515542	-7.515542	9.954835	-7.515542	-7.515542	-7.515542	7.458931	-7.515542	-7.515542	-7.515542	9.999546	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	8.673446	9.427314	9.963022	-7.515542	9.999946	8.173166	-7.515542	-7.515542	-7.515542	-7.515542	9.608362	-7.515542	-7.515542	-7.515542	9.899483	6.500623	-7.515542	-7.515542	-7.515542	8.117530	9.809370	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	9.596435	-7.515542	9.367083	-7.515542	-7.515542	9.888911	9.986397	-7.515542	-7.515542	-7.515542	9.816845	-7.515542	-7.515542	9.327946	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	7.877521	9.998969	9.567173	9.502131	-7.515542	6.321206	-7.515542	-7.515542	-7.515542	-7.515542	-7.515542	9.666268	-7.515542	-7.515542	0.001664	-0.029237
0.200000	-0.580014	1.645522	3.276480	4.699536	0.599180	3.403846	3.484732	3.729919	2.498987	4.985007	-0.310008	1.375600	2.493226	4.370721	-0.293766	4.108582	-1.092419	5.126865	-0.904163	-0.598033	2.581527	7.860696	3.289077	1.752683	4.095804	-0.047071	-0.102282	1.430767	-0.147466	0.041710	3.063287	4.090150	0.156195	3.408519	0.631733	1.799113	4.017771	6.433720	1.307871	6.683512	2.975349	-0.687188	4.029385	-1.057329	2.367831	2.364004	1.409007	3.626507	-1.050891	2.844853	6.588780	-1.142837	2.337915	3.654983	2.775536	6.120208	4.410076	2.136330	4.597541	-0.201366	4.859038	0.387568	4.880163	1.749090	6.384696	-0.354045	4.443314	2.540580	1.019451	1.789088	2.994934	-1.122208	2.241012	1.570548	4.612710	3.947969	-0.939140	7.847080	0.956581	-0.888633	-1.201051	0.256356	0.963299	-0.996321	3.337032	3.601829	3.463182	2.248768	3.968971	6.677266	4.840969	3.423324	-0.901008	4.253182	2.868911	2.949941	4.116482	1.379880	2.286790	3.763793	-1.019700	2.848425	-9.382747	-9.382747	9.988862	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	5.506711	-9.382747	-9.382747	-9.382747	9.999796	-9.382747	-9.382747	-9.382747	9.354297	-9.382747	-9.382747	-9.382747	10.000000	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	9.824025	9.967203	9.999863	-9.382747	10.000000	9.666267	-9.382747	-9.382747	-9.382747	-9.382747	9.984661	-9.382747	-9.382747	-9.382747	9.998990	8.775436	-9.382747	-9.382747	-9.382747	9.645630	9.996366	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	9.983714	-9.382747	9.959941	-9.382747	-9.382747	9.998766	9.999981	-9.382747	-9.382747	-9.382747	9.996645	-9.382747	-9.382747	9.954834	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	9.549508	10.000000	9.981266	9.975213	-9.382747	8.646647	-9.382747	-9.382747	-9.382747	-9.382747	-9.382747	9.988862	-9.382747	-9.382747	-0.044790	-0.077547
0.300000	-1.546701	0.678836	4.276163	3.732849	-0.367506	2.437160	2.518045	2.763232	1.532301	5.614670	-1.276695	0.408913	1.526539	5.370717	-1.260453	3.141895	-2.059105	6.091710	-1.870850	-1.564720	1.614840	8.860696	2.322390	0.785996	3.129118	-1.013757	-1.068969	0.464080	-1.114153	-0.924977	2.096600	3.123463	-0.810492	2.441832	-0.334954	2.791558	5.016690	7.433718	0.341185	7.683512	3.959304	-1.653875	3.062699	-2.024016	1.401144	3.363549	0.442320	2.659820	-2.017578	3.844831	7.512966	-2.109524	1.371229	2.688297	3.758310	7.120118	3.443390	1.169643	3.630854	-1.168053	3.892351	-0.579119	3.913477	0.782403	7.384210	-1.320732	5.441955	1.573893	0.052764	2.789061	3.994934	-2.088895	1.274325	0.603861	5.612627	2.981282	-1.905826	8.845520	-0.010106	-1.855319	-2.167737	-0.710331	-0.003388	-1.963007	2.370345	2.635143	2.496496	1.282082	4.946076	7.677266	5.840398	4.422539	-1.867695	5.167633	1.902224	1.983255	3.149796	0.413193	1.320103	4.763476	-1.986387	1.881738	-9.846647	-9.846647	9.999628	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	6.988058	-9.846647	-9.846647	-9.846647	9.999999	-9.846647	-9.846647	-9.846647	9.835922	-9.846647	-9.846647	-9.846647	10.000000	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	9.976656	9.998122	9.999999	-9.846647	10.000000	9.939033	-9.846647	-9.846647	-9.846647	-9.846647	9.999399	-9.846647	-9.846647	-9.846647	9.999990	9.571479	-9.846647	-9.846647	-9.846647	9.933291	9.999931	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	9.999343	-9.846647	9.997464	-9.846647	-9.846647	9.999986	10.000000	-9.846647	-9.846647	-9.846647	9.999939	-9.846647	-9.846647	9.996965	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	9.904384	10.000000	9.999189	9.998766	-9.846647	9.502129	-9.846647	-9.846647	-9.846647	-9.846647	-9.846647	9.999628	-9.846647	-9.846647	-0.051455	-0.070440
0.400000	-2.538424	-0.312888	5.276153	2.741125	-1.359230	1.445436	1.526322	1.771508	0.540577	6.366426	-2.268418	-0.582810	0.534816	6.370717	-2.252176	2.150172	-3.050829	7.082776	-2.862573	-2.556444	0.623117	9.860696	1.330667	-0.205727	2.137394	-2.005481	-2.060692	-0.527644	-2.105876	-1.916701	1.104877	2.131740	-1.802215	1.450108	-1.326678	3.790555	6.016628	8.433718	-0.650539	8.683512	4.956373	-2.645599	2.070975	-3.015740	0.409421	4.363532	-0.549404	1.668096	-3.009301	4.844831	8.486436	-3.101247	0.379505	1.696573	4.755068	8.120116	2.451666	0.177920	2.639130	-2.159776	2.900628	-1.570843	2.921753	-0.209321	8.384190	-2.312455	6.441869	0.582170	-0.938960	3.789061	4.994934	-3.080619	0.282602	-0.387862	6.612626	1.989558	-2.897550	9.845415	-1.001829	-2.847043	-3.159461	-1.702054	-0.995112	-2.954731	1.378622	1.643419	1.504772	0.290358	5.941217	8.677266	6.840374	5.422500	-2.859418	6.136162	0.910500	0.991531	2.158072	-0.578531	0.328380	5.763466	-2.978110	0.890015	-9.961900	-9.961900	9.999988	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	7.981035	-9.961900	-9.961900	-9.961900	10.000000	-9.961900	-9.961900	-9.961900	9.958307	-9.961900	-9.961900	-9.961900	10.000000	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	9.996903	9.999892	10.000000	-9.961900	10.000000	9.988862	-9.961900	-9.961900	-9.961900	-9.961900	9.999976	-9.961900	-9.961900	-9.961900	10.000000	9.850044	-9.961900	-9.961900	-9.961900	9.987442	9.999999	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	9.999974	-9.961900	9.999839	-9.961900	-9.961900	10.000000	10.000000	-9.961900	-9.961900	-9.961900	9.999999	-9.961900	-9.961900	9.999796	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	9.979706	10.000000	9.999965	9.999939	-9.961900	9.816844	-9.961900	-9.961900	-9.961900	-9.961900	-9.961900	9.999988	-9.961900	-9.961900	-0.007743	-0.001069
0.500000	-3.536368	-1.310832	6.276152	1.743182	-2.357174	0.447492	0.528378	0.773565	-0.457367	7.200023	-3.266362	-1.580754	-0.463128	7.370717	-3.250120	1.152228	-4.048773	8.080507	-3.860517	-3.554387	-0.374827	10.860696	0.332723	-1.203671	1.139450	-3.003425	-3.058636	-1.525587	-3.103820	-2.914644	0.106933	1.133796	-2.800159	0.452164	-2.324621	4.790422	7.016625	9.433718	-1.648483	9.683512	5.955837	-3.643543	1.073031	-4.013683	-0.588523	5.363531	-1.547347	0.670153	-4.007245	5.844831	9.477152	-4.099191	-0.618439	0.698629	5.754457	9.120116	1.453722	-0.820024	1.641187	-3.157720	1.902684	-2.568786	1.923809	-1.207264	9.384189	-3.310399	7.441864	-0.415774	-1.936903	4.789061	5.994934	-4.078562	-0.715342	-1.385806	7.612626	0.991615	-3.895494	10.845408	-1.999773	-3.844987	-4.157405	-2.699998	-1.993055	-3.952675	0.380678	0.645475	0.506828	-0.707586	6.940186	9.677266	7.840373	6.422498	-3.857362	7.124584	-0.087444	-0.006413	1.160128	-1.576474	-0.669564	6.763465	-3.976054	-0.107929	-9.990535	-9.990535	10.000000	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	8.646647	-9.990535	-9.990535	-9.990535	10.000000	-9.990535	-9.990535	-9.990535	9.989406	-9.990535	-9.990535	-9.990535	10.000000	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	9.999589	9.999994	10.000000	-9.990535	10.000000	9.997965	-9.990535	-9.990535	-9.990535	-9.990535	9.999999	-9.990535	-9.990535	-9.990535	10.000000	9.947525	-9.990535	-9.990535	-9.990535	9.997636	10.000000	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	9.999999	-9.990535	9.999990	-9.990535	-9.990535	10.000000	10.000000	-9.990535	-9.990535	-9.990535	10.000000	-9.990535	-9.990535	9.999986	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	9.995693	10.000000	9.999999	9.999997	-9.990535	9.932621	-9.990535	-9.990535	-9.990535	-9.990535	-9.990535	10.000000	-9.990535	-9.990535	0.046117	0.070780
0.600000	-4.535857	-2.310321	7.276152	0.743692	-3.356663	-0.551997	-0.471111	-0.225925	-1.456856	8.088480	-4.265851	-2.580243	-1.462617	8.370717	-4.249609	0.152738	-5.048262	9.079930	-4.860007	-4.553877	-1.374316	11.860697	-0.666766	-2.203160	0.139961	-4.002914	-4.058125	-2.525077	-4.103309	-3.914134	-0.892556	0.134307	-3.799648	-0.547325	-3.324111	5.790405	8.016624	10.433718	-2.647972	10.683512	6.955740	-4.643032	0.073542	-5.013173	-1.588012	6.363531	-2.546837	-0.329337	-5.006734	6.844831	10.473903	-5.098680	-1.617928	-0.300860	6.754342	10.120116	0.454233	-1.819513	0.641697	-4.157209	0.903195	-3.568276	0.924320	-2.206754	10.384189	-4.309888	8.441863	-1.415264	-2.936393	5.789061	6.994934	-5.078052	-1.714831	-2.385295	8.612626	-0.007875	-4.894983	11.845408	-2.999262	-4.844476	-5.156894	-3.699487	-2.992545	-4.952164	-0.618811	-0.354014	-0.492661	-1.707075	7.939967	10.677266	8.840373	7.422498	-4.856851	8.120325	-1.086933	-1.005902	0.160639	-2.575964	-1.669053	7.763465	-4.975543	-1.107418	-9.997649	-9.997649	10.000000	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	9.092821	-9.997649	-9.997649	-9.997649	10.000000	-9.997649	-9.997649	-9.997649	9.997308	-9.997649	-9.997649	-9.997649	10.000000	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	9.999945	10.000000	10.000000	-9.997649	10.000000	9.999628	-9.997649	-9.997649	-9.997649	-9.997649	9.999999	-9.997649	-9.997649	-9.997649	10.000000	9.981637	-9.997649	-9.997649	-9.997649	9.999555	10.000000	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	10.000000	-9.997649	9.999999	-9.997649	-9.997649	10.000000	10.000000	-9.997649	-9.997649	-9.997649	10.000000	-9.997649	-9.997649	9.999999	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	9.999086	10.000000	10.000000	10.000000	-9.997649	9.975212	-9.997649	-9.997649	-9.997649	-9.997649	-9.997649	10.000000	-9.997649	-9.997649	0.058628	0.079731
0.700000	-5.535730	-3.310194	8.276153	-0.256181	-4.356536	-1.551870	-1.470985	-1.225798	-2.456729	9.013710	-5.265724	-3.580117	-2.462491	9.370717	-5.249483	-0.847135	-6.048135	10.079783	-5.859880	-5.553750	-2.374189	12.860697	-1.666639	-3.203034	-0.859912	-5.002787	-5.057998	-3.524950	-5.103183	-4.914007	-1.892429	-0.865566	-4.799521	-1.547198	-4.323984	6.790402	9.016624	11.433718	-3.647845	11.683512	7.955722	-5.642905	-0.926331	-6.013046	-2.587885	7.363531	-3.546710	-1.329210	-6.006608	7.844831	11.472767	-6.098553	-2.617801	-1.300733	7.754321	11.120116	-0.545640	-2.819386	-0.358176	-5.157083	-0.096678	-4.568149	-0.075553	-3.206627	11.384190	-5.309762	9.441863	-2.415137	-3.936266	6.789061	7.994934	-6.077925	-2.714705	-3.385168	9.612626	-1.007748	-5.894856	12.845408	-3.999136	-5.844349	-6.156767	-4.699360	-3.992418	-5.952037	-1.618684	-1.353887	-1.492534	-2.706948	8.939920	11.677266	9.840373	8.422498	-5.856725	9.118758	-2.086806	-2.005775	-0.839234	-3.575837	-2.668926	8.763466	-5.975416	-2.107291	-9.999416	-9.999416	10.000000	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	9.391899	-9.999416	-9.999416	-9.999416	10.000000	-9.999416	-9.999416	-9.999416	9.999316	-9.999416	-9.999416	-9.999416	10.000000	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	9.999992	10.000000	10.000000	-9.999416	10.000000	9.999932	-9.999416	-9.999416	-9.999416	-9.999416	10.000000	-9.999416	-9.999416	-9.999416	10.000000	9.993574	-9.999416	-9.999416	-9.999416	9.999916	10.000000	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	10.000000	-9.999416	10.000000	-9.999416	-9.999416	10.000000	10.000000	-9.999416	-9.999416	-9.999416	10.000000	-9.999416	-9.999416	10.000000	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	9.999806	10.000000	10.000000	10.000000	-9.999416	9.990881	-9.999416	-9.999416	-9.999416	-9.999416	-9.999416	10.000000	-9.999416	-9.999416	0.016665	0.016789
0.800000	-6.535699	-4.310163	9.276153	-1.256149	-5.356505	-2.551839	-2.470953	-2.225766	-3.456698	9.963591	-6.265693	-4.580085	-3.462459	10.370717	-6.249451	-1.847103	-7.048104	11.079746	-6.859848	-6.553718	-3.374158	13.860697	-2.666608	-4.203002	-1.859881	-6.002756	-6.057967	-4.524918	-6.103151	-5.913975	-2.892398	-1.865535	-5.799490	-2.547167	-5.323952	7.790402	10.016625	12.433718	-4.647814	12.683512	8.955719	-6.642874	-1.926300	-7.013014	-3.587854	8.363531	-4.546678	-2.329179	-7.006576	8.844831	12.472369	-7.098522	-3.617770	-2.300702	8.754317	12.120117	-1.545609	-3.819355	-1.358144	-6.157051	-1.096647	-5.568117	-1.075522	-4.206595	12.384190	-6.309730	10.441863	-3.415105	-4.936234	7.789061	8.994934	-7.077893	-3.714673	-4.385137	10.612626	-2.007716	-6.894825	13.845408	-4.999104	-6.844318	-7.156736	-5.699329	-4.992387	-6.952006	-2.618653	-2.353856	-2.492503	-3.706917	9.939910	12.677266	10.840373	9.422498	-6.856693	10.118182	-3.086775	-3.005744	-1.839203	-4.575805	-3.668895	9.763466	-6.975385	-3.107260	-9.999856	-9.999856	10.000000	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	9.592378	-9.999856	-9.999856	-9.999856	10.000000	-9.999856	-9.999856	-9.999856	9.999826	-9.999856	-9.999856	-9.999856	10.000000	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	9.999999	10.000000	10.000000	-9.999856	10.000000	9.999988	-9.999856	-9.999856	-9.999856	-9.999856	10.000000	-9.999856	-9.999856	-9.999856	10.000000	9.997751	-9.999856	-9.999856	-9.999856	9.999984	10.000000	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	10.000000	-9.999856	10.000000	-9.999856	-9.999856	10.000000	10.000000	-9.999856	-9.999856	-9.999856	10.000000	-9.999856	-9.999856	10.000000	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	9.999959	10.000000	10.000000	10.000000	-9.999856	9.996645	-9.999856	-9.999856	-9.999856	-9.999856	-9.999856	10.000000	-9.999856	-9.999856	-0.041606	-0.061333
0.900000	-7.535691	-5.310155	10.276153	-2.256142	-6.356497	-3.551831	-3.470945	-3.225759	-4.456690	10.929995	-7.265685	-5.580077	-4.462452	11.370717	-7.249443	-2.847096	-8.048096	12.079737	-7.859841	-7.553711	-4.374150	14.860697	-3.666600	-5.202994	-2.859873	-7.002748	-7.057959	-5.524911	-7.103144	-6.913968	-3.892390	-2.865527	-6.799482	-3.547159	-6.323945	8.790402	11.016625	13.433718	-5.647806	13.683512	9.955718	-7.642866	-2.926292	-8.013007	-4.587846	9.363531	-5.546671	-3.329171	-8.006568	9.844831	13.472230	-8.098514	-4.617762	-3.300694	9.754316	13.120117	-2.545601	-4.819347	-2.358137	-7.157043	-2.096639	-6.568110	-2.075514	-5.206588	13.384190	-7.309722	11.441863	-4.415098	-5.936227	8.789061	9.994934	-8.077886	-4.714665	-5.385129	11.612626	-3.007709	-7.894817	14.845408	-5.999096	-7.844310	-8.156728	-6.699321	-5.992379	-7.951998	-3.618645	-3.353848	-3.492495	-4.706909	10.939908	13.677266	11.840373	10.422498	-7.856686	11.117970	-4.086767	-4.005736	-2.839195	-5.575798	-4.668887	10.763466	-7.975377	-4.107252	-9.999965	-9.999965	10.000000	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	9.726763	-9.999965	-9.999965	-9.999965	10.000000	-9.999965	-9.999965	-9.999965	9.999956	-9.999965	-9.999965	-9.999965	10.000000	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	9.999999	10.000000	10.000000	-9.999965	10.000000	9.999998	-9.999965	-9.999965	-9.999965	-9.999965	10.000000	-9.999965	-9.999965	-9.999965	10.000000	9.999213	-9.999965	-9.999965	-9.999965	9.999997	10.000000	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	10.000000	-9.999965	10.000000	-9.999965	-9.999965	10.000000	10.000000	-9.999965	-9.999965	-9.999965	10.000000	-9.999965	-9.999965	10.000000	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	9.999991	10.000000	10.000000	10.000000	-9.999965	9.998766	-9.999965	-9.999965	-9.999965	-9.999965	-9.999965	10.000000	-9.999965	-9.999965	-0.062160	-0.083501
